wav48/p225/p225_001.wav|Please call Stella.|0,,,,
wav48/p225/p225_002.wav|Ask her to bring these things with her from the store.|0,,,,
wav48/p225/p225_003.wav|Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.|0,,
wav48/p225/p225_004.wav|We also need a small plastic snake and a big toy frog for the kids.|0,,,,
wav48/p225/p225_005.wav|She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.|0,,,
wav48/p225/p225_006.wav|When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow.|0,,,
wav48/p225/p225_007.wav|The rainbow is a division of white light into many beautiful colors.|0,,,,
wav48/p225/p225_008.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.|0,,
wav48/p225/p225_009.wav|There is , according to legend, a boiling pot of gold at one end.|0,,
wav48/p225/p225_010.wav|People look, but no one ever finds it.|0,,,
wav48/p225/p225_011.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.|0,,,
wav48/p225/p225_012.wav|Throughout the centuries people have explained the rainbow in various ways.|0,,,,
wav48/p225/p225_013.wav|Some have accepted it as a miracle without physical explanation.|0,,,,
wav48/p225/p225_014.wav|To the Hebrews it was a token that there would be no more universal floods.|0,,,,
wav48/p225/p225_016.wav|The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky.|0,,,,
wav48/p225/p225_017.wav|Others have tried to explain the phenomenon physically.|0,,,,
wav48/p225/p225_018.wav|Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.|0,,,,
wav48/p225/p225_019.wav|Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.|0,,,
wav48/p225/p225_020.wav|Many complicated ideas about the rainbow have been formed.|0,,,,
wav48/p225/p225_021.wav|The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases.|0,,,
wav48/p225/p225_022.wav|The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.|0,,,,
wav48/p225/p225_023.wav|If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.|0,,
wav48/p225/p225_024.wav|This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.|0,,
wav48/p225/p225_025.wav|Why do you want to come to Edinburgh ?|0,,,,
wav48/p225/p225_026.wav|How are you, sir ?|0,,,
wav48/p225/p225_027.wav|So is that it, then ?|0,,,
wav48/p225/p225_028.wav|Do I have a favourite ?|0,,,,
wav48/p225/p225_029.wav|What do we do ?|0,,,,
wav48/p225/p225_030.wav|People come into the Borders for the beauty of the background.|0,,,,
wav48/p225/p225_033.wav|It's really no great surprise, because the price difference is so much.|0,,,
wav48/p225/p225_035.wav|A hostile bid is prevented for another nine months.|0,,,,
wav48/p225/p225_036.wav|It was a close call.|0,,,,
wav48/p225/p225_037.wav|In fact, they are the future of investment.|0,,,
wav48/p225/p225_038.wav|Diving is no part of football.|0,,,,
wav48/p225/p225_039.wav|However, the decision has been welcomed by Scottish Enterprise officials.|0,,,
wav48/p225/p225_040.wav|You'd better believe it.|0,,,,
wav48/p225/p225_044.wav|It was served by sheriff officers, not by the council.|0,,,
wav48/p225/p225_045.wav|People were determined to change the Government in the last election.|0,,,,
wav48/p225/p225_046.wav|No details of the talks were given.|0,,,,
wav48/p225/p225_049.wav|I have learned from him.|0,,,,
wav48/p225/p225_051.wav|We are committed to the ban.|0,,,,
wav48/p225/p225_052.wav|Already, he has been a tremendous influence in the dressing room.|0,,,
wav48/p225/p225_053.wav|I have made that offer.|0,,,,
wav48/p225/p225_054.wav|Four other charges were dropped.|0,,,,
wav48/p225/p225_056.wav|Clearly, it can go either way.|0,,,
wav48/p225/p225_057.wav|However, the City was in no doubt about the ultimate result.|0,,,
wav48/p225/p225_058.wav|However, the problem is the timing.|0,,,
wav48/p225/p225_059.wav|But retail banking would be run from Halifax.|0,,,,
wav48/p225/p225_060.wav|Strathclyde police have appealed for witnesses.|0,,,,
wav48/p225/p225_061.wav|Saddam is not the only example of evil in our world.|0,,,,
wav48/p225/p225_062.wav|I was very pleased with them today, though.|0,,,
wav48/p225/p225_063.wav|Both sides have been hit by injury.|0,,,,
wav48/p225/p225_064.wav|It could take some time.|0,,,,
wav48/p225/p225_065.wav|There is no pressure on us.|0,,,,
wav48/p225/p225_066.wav|It is a job creation scheme.|0,,,,
wav48/p225/p225_067.wav|Thankfully, Mr Campbell was able to help.|0,,,
wav48/p225/p225_070.wav|That is bound to happen.|0,,,,
wav48/p225/p225_071.wav|He is in the queue.|0,,,,
wav48/p225/p225_072.wav|What kind of man does that, Mr Dick ?|0,,,
wav48/p225/p225_073.wav|So, did she meet him ?|0,,,
wav48/p225/p225_081.wav|I had no intention of misleading anyone.|0,,,,
wav48/p225/p225_082.wav|That view is held by many others within the industry.|0,,,,
wav48/p225/p225_083.wav|Western countries condemned the conduct of the poll.|0,,,,
wav48/p225/p225_084.wav|He is delighted, and he has every right to be.|0,,,
wav48/p225/p225_086.wav|In fact, he should never have been in the field.|0,,,
wav48/p225/p225_089.wav|Officers recovered a second body in the area.|0,,,,
wav48/p225/p225_090.wav|I did not have a bet on myself.|0,,,,
wav48/p225/p225_092.wav|There is a contract in existence for Allan.|0,,,,
wav48/p225/p225_094.wav|That's as it should be.|0,,,,
wav48/p225/p225_103.wav|Everyone deserves to share in this success.|0,,,,
wav48/p225/p225_104.wav|His is a success story by any standard.|0,,,,
wav48/p225/p225_108.wav|Mr Chisholm said the move was made on the advice of consultants.|0,,,,
wav48/p225/p225_109.wav|That might help a bit.|0,,,,
wav48/p225/p225_110.wav|Thereafter, he set his mind on becoming a doctor.|0,,,
wav48/p225/p225_111.wav|It isn't a happy memory.|0,,,,
wav48/p225/p225_113.wav|The big issue for us is the review.|0,,,,
wav48/p225/p225_114.wav|I told him I was a long time ago.|0,,,,
wav48/p225/p225_115.wav|Overall, it was a promising day for the Scots.|0,,,
wav48/p225/p225_116.wav|Yesterday the company reported a further downturn in profits.|0,,,,
wav48/p225/p225_117.wav|We have no influence on the Government's policy on the euro.|0,,,,
wav48/p225/p225_118.wav|We suffered a lot for seven years.|0,,,,
wav48/p225/p225_120.wav|The industry is not well organised.|0,,,,
wav48/p225/p225_121.wav|You get a lot for your money.|0,,,,
wav48/p225/p225_122.wav|I didn't feel under any pressure.|0,,,,
wav48/p225/p225_123.wav|It is the latter which has prompted the warning.|0,,,,
wav48/p225/p225_124.wav|As for the warning, it was not needed.|0,,,
wav48/p225/p225_126.wav|The squad is too small.|0,,,,
wav48/p225/p225_127.wav|It is a common problem.|0,,,,
wav48/p225/p225_128.wav|Mr Hall is believed to have a broken leg.|0,,,,
wav48/p225/p225_131.wav|Another High Street retailer was not so lucky.|0,,,,
wav48/p225/p225_133.wav|I think he's the favourite.|0,,,,
wav48/p225/p225_135.wav|We have seen a copy of the report.|0,,,,
wav48/p225/p225_136.wav|But the Commission is on a collision course with the Government.|0,,,,
wav48/p225/p225_141.wav|Drugs are used a lot at the fishing.|0,,,,
wav48/p225/p225_142.wav|Well, you can have a tree.|0,,,
wav48/p225/p225_143.wav|Russell did not appeal the committee's decision.|0,,,,
wav48/p225/p225_144.wav|She will do for me.|0,,,,
wav48/p225/p225_145.wav|Why change it ?|0,,,,
wav48/p225/p225_147.wav|Does the name matter ?|0,,,,
wav48/p225/p225_149.wav|Shareholders will be asked to approve a new replacement scheme.|0,,,,
wav48/p225/p225_150.wav|But he stressed that the partnership is not a construction company.|0,,,,
wav48/p225/p225_151.wav|Nothing has been put into action.|0,,,,
wav48/p225/p225_152.wav|The weather forecast isn't good.|0,,,,
wav48/p225/p225_153.wav|We have a clean bill of health.|0,,,,
wav48/p225/p225_156.wav|I would like to see the figures for the second quarter.|0,,,,
wav48/p225/p225_157.wav|He was asked to quit.|0,,,,
wav48/p225/p225_158.wav|Inside, the atmosphere was quiet.|0,,,
wav48/p225/p225_159.wav|Neither side can win this war.|0,,,,
wav48/p225/p225_165.wav|The Internet is no substitute for customer service.|0,,,,
wav48/p225/p225_166.wav|Like last month, it is simply too early to make a call.|0,,,
wav48/p225/p225_169.wav|Irvine said his company was intent on supporting the Scottish dairy industry.|0,,,,
wav48/p225/p225_171.wav|The report was criticised by the Scottish Consumer Council.|0,,,,
wav48/p225/p225_172.wav|Nobody did in those days.|0,,,,
wav48/p225/p225_173.wav|But the story of the play is worth a play in itself.|0,,,,
wav48/p225/p225_174.wav|He was a big influence on our decision to make this show.|0,,,,
wav48/p225/p225_175.wav|At that point, the structure of the board was changed.|0,,,
wav48/p225/p225_176.wav|Treatment is not an issue with these people.|0,,,,
wav48/p225/p225_177.wav|The event was held in the council's headquarters in Hamilton.|0,,,,
wav48/p225/p225_179.wav|They know no other way.|0,,,,
wav48/p225/p225_182.wav|We are just glad to be alive.|0,,,,
wav48/p225/p225_191.wav|People will ask about us.|0,,,,
wav48/p225/p225_192.wav|However, this idea is never developed.|0,,,
wav48/p225/p225_193.wav|It's very difficult to find a buyer.|0,,,,
wav48/p225/p225_195.wav|It is hard to tell.|0,,,,
wav48/p225/p225_196.wav|I think, therefore I am ?|0,,,
wav48/p225/p225_197.wav|Who was she ?|0,,,,
wav48/p225/p225_199.wav|And they were being paid ?|0,,,,
wav48/p225/p225_200.wav|It looked like a river.|0,,,,
wav48/p225/p225_201.wav|The early goal was a shock to the system for Hearts.|0,,,,
wav48/p225/p225_202.wav|The occasion was the New Labour conference in Brighton last year.|0,,,,
wav48/p225/p225_203.wav|They have the cash and the fire power.|0,,,,
wav48/p225/p225_208.wav|You are a great player.|0,,,,
wav48/p225/p225_210.wav|Scotland will play its part.|0,,,,
wav48/p225/p225_211.wav|He added that he was very sad about O Neill.|0,,,,
wav48/p225/p225_212.wav|After that nothing could save him.|0,,,,
wav48/p225/p225_218.wav|We used to live with dignity in our country.|0,,,,
wav48/p225/p225_219.wav|They did not attack the themes of the book.|0,,,,
wav48/p225/p225_220.wav|He would discuss the peace process in Northern Ireland.|0,,,,
wav48/p225/p225_221.wav|It's all change at Kilmarnock.|0,,,,
wav48/p225/p225_222.wav|In each case they were a goal down.|0,,,,
wav48/p225/p225_223.wav|The police have an awful lot to explain.|0,,,,
wav48/p225/p225_224.wav|He said that healthy eating was high on the council agenda.|0,,,,
wav48/p225/p225_225.wav|It is good for our team.|0,,,,
wav48/p225/p225_235.wav|I always felt that I was in control of the match.|0,,,,
wav48/p225/p225_236.wav|That will be the criteria for the future.|0,,,,
wav48/p225/p225_237.wav|Frankly, we were lucky to get second.|0,,,
wav48/p225/p225_238.wav|Paterson can afford to be generous.|0,,,,
wav48/p225/p225_239.wav|In fact, he is not even in the squad for the game.|0,,,
wav48/p225/p225_240.wav|We are in the hat.|0,,,,
wav48/p225/p225_241.wav|Well, they were the unlucky ones.|0,,,
wav48/p225/p225_242.wav|The singer is expected to be in hospital for several days.|0,,,,
wav48/p225/p225_243.wav|The irony was not lost.|0,,,,
wav48/p225/p225_244.wav|What was the matter for concern ?|0,,,,
wav48/p225/p225_248.wav|Does that put pressure on us ?|0,,,,
wav48/p225/p225_253.wav|Clearly, the need for a personal loan is written in the stars.|0,,,
wav48/p225/p225_254.wav|The problem was a social problem.|0,,,,
wav48/p225/p225_257.wav|My son was too young to die.|0,,,,
wav48/p225/p225_258.wav|We were not allowed to go to help them.|0,,,,
wav48/p225/p225_264.wav|That should be the subject matter of a public debate.|0,,,,
